property_id,listing_date,property_type,city,neighborhood_tier,zipcode_crime_rate,school_rating,distance_to_downtown_miles,walk_score,bedrooms,bathrooms,square_feet,lot_size_sqft,stories,garage_spaces,year_built,house_age,has_basement,has_pool,overall_condition,kitchen_quality,hvac_condition,roof_condition,renovation_year,years_since_renovation,days_on_market,listing_season,market_trend,interest_rate,has_fireplace,has_patio_deck,has_security_system,hoa_fees,sale_price,high_value_property
PROP_00001953,27-06-2023,Single Family,Seattle,Good,0.12,7,1.5,50,3,3.5,1727,1371,1,2,1962,62,Yes,Yes,Good,Average,Old,New,,62,16,Spring,Stable,5.39,Yes,No,Yes,0,789208,Yes
PROP_00001954,16-09-2023,Single Family,Austin,Developing,1.76,7,6,100,3,2,2229,17527,1,3,1986,38,No,No,Good,Average,Old,Needs Replacement,,38,38,Summer,Rising,6.38,Yes,Yes,Yes,115,918827,Yes
PROP_00001955,22-09-2023,Single Family,Austin,Premium,1.42,9,16.7,45,2,3.5,1123,12288,1,3,2002,22,Yes,No,Fair,Basic,New,Good,,22,48,Summer,Rising,6.7,No,Yes,No,0,890994,Yes
PROP_00001956,05-11-2023,Single Family,Denver,Average,4.52,7,3.8,32,4,2.5,1458,8178,2,0,1981,43,Yes,No,Good,Basic,Good,Fair,,43,64,Spring,Rising,6.76,No,Yes,No,0,686161,No
PROP_00001957,28-11-2023,Single Family,Austin,Good,1.81,9,3.6,49,3,3,1921,17612,2,2,1980,44,No,No,Excellent,Average,Fair,New,,44,2,Summer,Rising,6.95,Yes,No,No,0,913338,Yes
PROP_00001958,03-02-2023,Condo,Denver,Developing,1.61,8,9.8,75,3,3.5,1114,3412,2,3,1983,41,Yes,No,Fair,Average,Fair,Fair,2012,12,2,Summer,Stable,5.93,No,Yes,No,0,480623,No
PROP_00001959,17-05-2023,Multi-Family,Denver,Good,1.93,4,2.6,10,2,2,1674,1928,3,2,1950,74,Yes,No,Good,Basic,Old,Needs Replacement,2013,11,53,Fall,Stable,8.16,No,Yes,No,0,510524,No
PROP_00001960,08-06-2023,Single Family,Phoenix,Average,1.58,7,3.3,63,3,3.5,2431,9858,1,2,1950,74,No,No,Fair,Average,Fair,Fair,2007,17,2,Spring,Stable,6.96,No,Yes,No,274,647697,No
PROP_00001961,22-05-2023,Single Family,Austin,Average,4.3,4,21.3,68,4,2,3163,3344,3,0,2013,11,No,No,Poor,Average,Fair,New,,11,33,Summer,Stable,8.35,Yes,No,No,0,893532,Yes
PROP_00001962,09-04-2023,Single Family,Seattle,Average,3.04,7,0.5,62,4,2,2575,8826,2,2,2010,14,No,No,Excellent,Average,Good,Good,2017,7,15,Winter,Stable,6.63,Yes,No,No,0,1072332,Yes
PROP_00001963,05-08-2023,Single Family,Austin,Developing,1.74,9,7.3,37,3,3.5,2195,2559,1,1,2013,11,No,No,Excellent,Good,New,Needs Replacement,2004,20,2,Fall,Stable,6.13,Yes,No,Yes,303,957641,Yes
PROP_00001964,23-04-2023,Condo,Seattle,Average,0.75,6,6,78,3,3,1826,2455,2,0,2011,13,No,No,Excellent,Basic,Good,New,2007,17,28,Summer,Stable,5.48,Yes,No,Yes,227,833875,Yes
PROP_00001965,02-10-2023,Single Family,Phoenix,Good,2.53,7,18.3,50,1,2,1189,5548,2,1,2003,21,No,No,Good,Average,Good,Good,,21,35,Summer,Declining,4,Yes,Yes,Yes,0,580520,No
PROP_00001966,22-01-2023,Townhouse,Austin,Average,6.16,7,6.2,47,3,3,1502,3492,2,1,1952,72,No,No,Fair,Good,Good,Good,,72,54,Summer,Rising,6.42,Yes,No,No,485,500038,No
PROP_00001967,24-10-2023,Single Family,Austin,Average,0.18,4,4,73,2,3,1858,4985,1,1,2013,11,No,Yes,Good,Average,Good,Needs Replacement,2021,3,3,Spring,Stable,5.46,Yes,Yes,Yes,0,762863,No
PROP_00001968,06-08-2023,Single Family,Denver,Good,2.61,8,9.4,47,4,2.5,2968,14912,2,2,1967,57,Yes,No,Excellent,Basic,Good,Needs Replacement,,57,38,Summer,Rising,6.05,Yes,No,No,0,1047120,Yes
PROP_00001969,20-01-2023,Multi-Family,Seattle,Good,0.7,5,3.9,97,3,1,1610,14964,1,3,2006,18,No,No,Good,Good,Fair,Good,,18,64,Spring,Rising,6.42,Yes,Yes,No,0,834915,Yes
PROP_00001970,22-04-2023,Condo,Atlanta,Good,5.38,10,11.8,55,3,1.5,1993,1000,1,3,1944,80,No,No,Good,Premium,New,Fair,,80,22,Spring,Rising,6.34,No,No,No,0,614590,No
PROP_00001971,04-09-2023,Condo,Austin,Developing,2.8,9,3.6,63,4,3,1950,21030,2,2,2007,17,No,Yes,Fair,Basic,Good,New,2007,17,29,Winter,Declining,7.9,Yes,Yes,No,0,881972,Yes
PROP_00001972,26-05-2023,Single Family,Austin,Average,1.46,7,27.8,91,4,2.5,3044,3855,1,0,1984,40,No,No,Good,Premium,Old,Fair,2008,16,38,Summer,Rising,7.55,Yes,Yes,No,0,940384,Yes
PROP_00001973,27-05-2023,Townhouse,Austin,Good,5.36,9,2.2,51,3,2.5,2086,25412,1,2,2002,22,No,No,Fair,Average,Good,Fair,2004,20,42,Winter,Stable,7.34,No,No,No,0,1005472,Yes
PROP_00001974,17-05-2023,Condo,Austin,Developing,3.48,6,2.8,75,3,2,1445,6500,1,1,1976,48,No,No,Good,Average,Fair,Fair,,48,21,Fall,Stable,6.84,Yes,No,No,453,534777,No
PROP_00001975,27-07-2023,Townhouse,Atlanta,Average,3.25,8,12.2,41,3,2.5,2143,13707,1,1,1977,47,No,No,Good,Average,Fair,Good,2007,17,11,Spring,Stable,6.68,Yes,Yes,No,0,673234,No
PROP_00001976,26-07-2023,Multi-Family,Seattle,Developing,0.68,8,17,64,2,2.5,1448,12167,2,1,1997,27,No,No,Fair,Good,Good,Fair,2001,23,13,Summer,Rising,6.11,Yes,Yes,No,0,721687,No
PROP_00001977,17-12-2023,Single Family,Austin,Average,0.63,6,0.7,54,3,3.5,2440,3525,2,0,1953,71,No,No,Excellent,Basic,Good,New,,71,16,Spring,Stable,8.7,No,Yes,Yes,210,683394,No
PROP_00001978,17-01-2023,Condo,Austin,Good,0.15,7,24.5,22,3,1,1551,7246,2,1,1965,59,No,No,Good,Average,New,Good,,59,56,Summer,Rising,7.69,No,No,Yes,0,641003,No
PROP_00001979,01-05-2023,Single Family,Seattle,Premium,2.99,7,13.6,38,3,1.5,2126,3307,2,3,1984,40,Yes,No,Good,Good,Good,Good,,40,111,Winter,Stable,5.86,No,No,No,164,907742,Yes
PROP_00001980,16-05-2023,Condo,Phoenix,Good,5.03,6,9.5,88,3,2.5,2579,1303,1,1,2015,9,No,No,Good,Good,Old,Needs Replacement,,9,27,Summer,Stable,6.58,Yes,Yes,No,312,838373,Yes
PROP_00001981,18-04-2023,Condo,Phoenix,Developing,0.91,7,15.8,57,3,3,2334,7112,1,3,1946,78,No,No,Good,Good,Good,Good,,78,2,Summer,Declining,5.92,No,No,Yes,0,562924,No
PROP_00001982,14-01-2023,Condo,Seattle,Average,7.44,8,10.8,67,3,3,2208,7849,2,3,1965,59,Yes,No,Excellent,Average,New,New,,59,14,Summer,Stable,5.72,Yes,Yes,No,0,891964,Yes
PROP_00001983,24-05-2023,Single Family,Seattle,Good,6.02,8,0.5,43,4,1.5,2248,4611,1,2,1984,40,Yes,No,Good,Good,Fair,Needs Replacement,2022,2,26,Fall,Rising,7.72,No,No,No,,876440,Yes
PROP_00001984,01-06-2023,Single Family,Denver,Average,1.03,6,6.6,57,4,3.5,1989,3972,2,2,1960,64,Yes,Yes,Good,Premium,Good,Fair,2014,10,1,Fall,Stable,5.64,Yes,No,Yes,173,791757,Yes
PROP_00001985,02-06-2023,Single Family,Austin,Premium,1.97,6,5.8,57,1,2,1071,1798,1,2,1940,84,No,Yes,Good,Average,Good,Good,2009,15,26,Fall,Declining,6.91,No,Yes,Yes,0,501449,No
PROP_00001986,31-01-2023,Condo,Seattle,Average,0.88,7,1.8,74,3,2.5,2327,1562,2,3,2013,11,No,No,Good,Good,Good,Fair,,11,16,Fall,Stable,5.26,No,Yes,No,236,878208,Yes
PROP_00001987,13-05-2023,Condo,Atlanta,Average,2.64,7,12.5,45,3,2.5,2152,17469,2,1,2020,4,No,No,Good,Basic,Good,Fair,,20,17,Summer,Stable,6.04,No,Yes,Yes,0,911213,Yes
PROP_00001988,16-06-2023,Single Family,Seattle,Average,6.83,8,2.3,31,4,2.5,2191,4482,1,2,1982,42,Yes,Yes,Good,Average,Good,Good,2020,4,21,Spring,Rising,7.6,Yes,No,No,0,935921,Yes
PROP_00001989,14-12-2023,Single Family,Austin,Average,2.26,6,3.1,71,2,3,1933,1000,1,2,2013,11,No,No,Poor,Average,Good,Good,2000,24,11,Spring,Rising,7.36,Yes,Yes,No,239,689893,No
PROP_00001990,10-02-2023,Condo,Phoenix,Good,1.81,9,4,79,4,1.5,2222,1000,2,1,1940,84,Yes,No,Poor,Good,Good,Good,2017,7,21,Summer,Rising,7.27,Yes,No,No,0,672016,No
PROP_00001991,20-12-2023,Townhouse,Atlanta,Premium,1.39,6,8.7,51,2,2,1845,7107,3,2,1964,60,No,No,Good,Basic,Good,New,,60,20,Summer,Stable,6.97,Yes,Yes,Yes,263,576974,No
PROP_00001992,25-07-2023,Single Family,Phoenix,Premium,0.41,7,3.7,64,4,3,2363,10037,2,0,1984,40,Yes,No,Good,Average,Fair,Good,2013,11,15,Spring,Stable,6.83,Yes,No,No,0,865646,Yes
PROP_00001993,12-12-2023,Single Family,Denver,Average,5.72,9,3.1,47,4,2,2132,1000,2,1,2014,10,Yes,No,Poor,Good,Good,Good,,10,36,Fall,Stable,5.97,No,No,No,0,844619,Yes
PROP_00001994,26-11-2023,Condo,Seattle,Good,1.87,8,2.1,40,3,1.5,1684,3935,1,1,1969,55,Yes,No,Excellent,Good,Fair,Good,2001,23,17,Fall,Declining,6.62,Yes,Yes,No,0,692807,No
PROP_00001995,30-09-2023,Townhouse,Austin,Good,0.62,6,9.8,41,1,4,860,1811,2,3,1963,61,No,No,Good,Average,New,Good,2003,21,7,Spring,Rising,5.69,Yes,Yes,No,0,505960,No
PROP_00001996,09-12-2023,Single Family,Phoenix,Premium,9.42,8,5.6,46,3,2.5,2067,2749,2,2,1945,79,Yes,No,Fair,Average,New,Fair,,79,1,Spring,Stable,5.96,No,No,Yes,210,631298,No
PROP_00001997,19-09-2023,Single Family,Denver,Good,3.74,7,9.1,76,4,2.5,2406,7294,2,1,1975,49,No,No,Good,Good,Fair,Fair,2004,20,31,Fall,Stable,5.41,Yes,Yes,No,0,825116,Yes
PROP_00001998,05-11-2023,Single Family,Denver,Good,1.89,7,1,43,4,3,2076,1363,1,1,1959,65,No,No,Excellent,Good,Good,Needs Replacement,,65,22,Summer,Stable,5.97,Yes,No,Yes,0,830678,Yes
PROP_00001999,16-12-2023,Condo,Phoenix,Average,2.31,8,1.3,38,1,3,1383,21071,2,1,1982,42,No,Yes,Excellent,Basic,Fair,Fair,,42,24,Summer,Stable,7.24,Yes,Yes,Yes,0,701668,No
PROP_00002000,06-05-2023,Condo,Austin,Good,2.01,8,8.8,31,3,3,1980,2229,1,0,2022,2,No,Yes,Poor,Basic,Good,Good,2000,24,34,Spring,Rising,7.33,No,No,Yes,42,933405,Yes
PROP_00002001,23-02-2023,Multi-Family,Denver,Average,1.29,5,1.4,32,3,3,2575,1000,3,3,2011,13,Yes,No,Good,Premium,Good,Needs Replacement,,13,12,Summer,Stable,6.44,Yes,Yes,No,0,817495,Yes
PROP_00002002,05-06-2023,Condo,Phoenix,Premium,1.42,8,0.5,76,4,2,2004,11229,1,2,1964,60,No,No,Good,Good,Fair,Good,2007,17,14,Fall,Rising,7.11,No,Yes,Yes,0,775945,No
PROP_00002003,13-06-2023,Townhouse,Denver,Good,4.02,8,1.3,42,2,1.5,1488,7235,3,2,2002,22,No,No,Good,Premium,Fair,Fair,,22,22,Fall,Stable,6.52,No,Yes,No,0,743170,No
PROP_00002004,21-10-2023,Townhouse,Phoenix,Good,2.28,5,6.4,47,5,3,3121,27789,1,2,1991,33,No,Yes,Good,Average,Good,Fair,,33,12,Winter,Rising,6.35,No,No,Yes,0,1101057,Yes
PROP_00002005,02-05-2023,Single Family,Austin,Average,2.34,10,13.5,37,3,3,2100,6300,1,2,1969,55,No,No,Good,Basic,Old,New,,55,68,Spring,Stable,7.41,No,Yes,Yes,0,789814,Yes
PROP_00002006,16-02-2023,Single Family,Denver,Average,6.14,7,5.6,19,4,2,1872,1000,1,3,1967,57,Yes,No,Good,Premium,Good,Fair,2004,20,4,Spring,Rising,6.87,Yes,No,No,0,651635,No
PROP_00002007,09-01-2023,Single Family,Denver,Average,2.54,8,11.7,28,3,1.5,1629,9219,1,1,1951,73,Yes,No,Good,Good,Fair,Needs Replacement,,73,6,Fall,Stable,8.14,No,Yes,No,0,526534,No
PROP_00002008,18-03-2023,Condo,Phoenix,Developing,0.07,6,9.9,74,5,2.5,2955,5268,1,0,1951,73,Yes,No,Good,Average,Fair,Good,2015,9,34,Spring,Stable,5.75,Yes,Yes,Yes,0,748310,No
PROP_00002009,06-04-2023,Condo,Seattle,Good,0.35,7,0.7,71,3,3,1374,1000,1,2,1989,35,No,No,Good,Basic,Good,Fair,,35,63,Fall,Stable,6.13,Yes,Yes,No,0,633440,No
PROP_00002010,13-07-2023,Single Family,Austin,Developing,3.99,7,0.7,45,2,2,1823,5521,2,3,1994,30,Yes,No,Fair,Good,Old,New,2004,20,41,Summer,Stable,6.21,Yes,No,No,334,658867,No
PROP_00002011,13-01-2023,Single Family,Seattle,Developing,0.51,6,1.6,57,4,3,2301,10270,2,3,1952,72,No,No,Fair,Average,Old,Good,,72,28,Summer,Rising,4.92,Yes,Yes,No,0,669619,No
PROP_00002012,17-04-2023,Condo,Austin,Premium,1.1,8,26.5,75,3,3,1823,1280,2,2,2003,21,No,No,Fair,Good,Old,Fair,2001,23,8,Spring,Stable,7.01,Yes,Yes,Yes,288,835605,Yes
PROP_00002013,19-11-2023,Single Family,Denver,Premium,1.51,6,0.5,47,4,2,2409,1081,2,2,1974,50,No,No,Good,Average,New,Good,2023,1,73,Fall,Stable,7.08,Yes,Yes,Yes,0,958880,Yes
PROP_00002014,22-10-2023,Single Family,Denver,Good,2.08,7,21.8,72,3,2,2092,9362,2,0,2007,17,No,No,Poor,Average,Fair,Fair,,17,37,Spring,Stable,6,No,No,No,0,820242,Yes
PROP_00002015,30-04-2023,Single Family,Denver,Premium,0.21,10,31.2,37,3,1,1739,6585,1,2,2023,1,Yes,No,Good,Good,Good,Good,,1,22,Summer,Declining,6.89,Yes,Yes,No,0,903201,Yes
PROP_00002016,26-11-2023,Single Family,Phoenix,Good,8.97,8,0.8,54,4,3,,10726,1,2,1948,76,Yes,No,Fair,Good,Fair,Good,2023,1,22,Fall,Declining,7.05,No,Yes,No,309,605917,No
PROP_00002017,25-04-2023,Single Family,Denver,Premium,2.79,7,8.7,79,3,3,1922,3551,2,1,2016,8,No,No,Good,Basic,Good,Good,,8,7,Fall,Stable,6.83,Yes,No,No,373,971399,Yes
PROP_00002018,18-06-2023,Single Family,Seattle,Average,2.42,5,5.3,83,2,2,1711,26593,2,0,2023,1,Yes,No,Good,Premium,New,Fair,,1,5,Winter,Stable,7.04,Yes,Yes,No,0,1005395,Yes
PROP_00002019,18-11-2023,Single Family,Seattle,Good,4.64,9,10.3,54,3,3,2062,20422,2,2,2021,3,No,No,Excellent,Good,Good,Needs Replacement,,3,5,Summer,Stable,8.74,Yes,Yes,No,347,1112335,Yes
PROP_00002020,06-04-2023,Condo,Seattle,Good,1.04,8,28.9,76,3,3,2155,1000,1,3,1955,69,No,No,Good,Premium,Good,New,,69,58,Spring,Stable,7.94,No,Yes,Yes,0,745966,No
PROP_00002021,02-09-2023,Townhouse,Denver,Average,4.16,5,11,62,5,2,2716,1000,1,0,1955,69,No,No,Excellent,Good,Good,Fair,2023,1,20,Winter,Rising,6.6,Yes,Yes,Yes,0,614033,No
PROP_00002022,22-04-2023,Condo,Austin,Average,0.14,10,5.7,43,4,1.5,1961,5496,2,0,1996,28,No,Yes,Fair,Good,Good,Good,,28,21,Spring,Stable,7.2,Yes,Yes,No,0,790552,Yes
PROP_00002023,24-08-2023,Condo,Atlanta,Average,0.76,6,4,48,4,2,2251,5506,3,1,1979,45,Yes,No,Good,Average,Good,Needs Replacement,,45,16,Spring,Declining,6.56,No,Yes,No,248,664245,No
PROP_00002024,23-01-2023,Condo,Phoenix,Average,1.13,9,4.7,41,4,2,2349,10684,1,2,1946,78,No,Yes,Good,Average,New,Fair,,78,4,Fall,Rising,6.36,Yes,Yes,No,0,740354,No
PROP_00002025,14-12-2023,Condo,Phoenix,Premium,0.32,6,6.9,56,4,1,1815,3686,2,2,2023,1,No,Yes,Good,Premium,Good,Fair,,1,38,Summer,Rising,6.03,Yes,Yes,No,0,968820,Yes
PROP_00002026,27-11-2023,Single Family,Seattle,Premium,3.36,7,8.2,93,3,3,2273,7458,2,0,1999,25,Yes,No,Good,Good,Good,Good,,25,53,Spring,Stable,5.48,Yes,Yes,No,0,1072125,Yes
PROP_00002027,11-12-2023,Condo,Denver,Developing,2.32,7,40,41,5,3,2703,1560,2,3,1969,55,No,No,Good,Good,New,New,2001,23,6,Fall,Stable,6.66,Yes,Yes,No,255,805942,Yes
PROP_00002028,08-01-2023,Condo,Seattle,Premium,2.35,6,4.3,48,5,2,2471,14902,2,2,1989,35,Yes,No,Good,Average,Good,Good,,35,42,Summer,Rising,7.05,Yes,Yes,Yes,294,1131577,Yes
PROP_00002029,14-12-2023,Single Family,Phoenix,Average,0.53,6,16.6,34,4,3.5,2394,2243,2,1,1955,69,No,Yes,Fair,Average,Old,Fair,,69,1,Summer,Declining,5.81,No,Yes,Yes,330,624351,No
PROP_00002030,02-08-2023,Condo,Seattle,Good,12.44,6,8.6,62,4,3.5,2376,6525,2,1,1992,32,Yes,No,Good,Average,Old,Good,2005,19,184,Spring,Declining,7.32,No,Yes,Yes,117,964384,Yes
PROP_00002031,11-12-2023,Single Family,Austin,Good,4.92,9,25.8,39,4,2.5,2536,7767,2,1,1959,65,Yes,No,Good,Premium,Good,Fair,,65,12,Summer,Rising,6.2,Yes,Yes,No,,905968,Yes
PROP_00002032,14-05-2023,Single Family,Denver,Good,0.15,6,25.1,73,3,1,2149,29544,1,2,2012,12,No,No,Good,Good,New,Fair,2006,18,109,Fall,Stable,7.57,Yes,Yes,No,0,907562,Yes
PROP_00002033,10-08-2023,Condo,Atlanta,Good,1.05,5,12.9,16,4,3.5,1878,1236,2,2,1976,48,Yes,No,Poor,Premium,New,New,,48,3,Spring,Rising,6.72,No,Yes,No,166,727192,No
PROP_00002034,24-05-2023,Townhouse,Austin,Average,3.19,7,26,61,1,2.5,1390,5992,1,3,1952,72,Yes,No,Good,Premium,Good,Good,,72,8,Spring,Stable,7.36,No,Yes,No,275,509909,No
PROP_00002035,28-02-2023,Single Family,Denver,Good,0.49,6,6,65,4,2,2340,3987,2,0,2022,2,No,No,Good,Average,Fair,New,2018,6,51,Fall,Stable,4.74,Yes,Yes,Yes,0,952032,Yes
PROP_00002036,05-07-2023,Single Family,Denver,Developing,1.72,9,5.5,59,3,2.5,1970,1000,1,0,1951,73,No,No,Excellent,Good,New,New,,73,130,Fall,Rising,5.14,No,Yes,No,0,617111,No
PROP_00002037,21-03-2023,Townhouse,Seattle,Average,9.76,3,1.3,53,4,3,1894,2654,2,0,2001,23,No,No,Poor,Good,Fair,New,,23,30,Spring,Stable,7.42,No,No,No,0,741133,No
PROP_00002038,03-05-2023,Condo,Seattle,Developing,1.36,5,22.5,62,6,2,2847,2427,2,2,1946,78,No,No,Fair,Average,Good,New,,78,5,Winter,Stable,4.93,Yes,Yes,No,0,739255,No
PROP_00002039,18-09-2023,Single Family,Austin,Good,3.7,6,12.8,73,3,2,2350,6863,1,3,1989,35,No,No,Good,Average,Good,Fair,2022,2,6,Spring,Declining,6.84,No,No,No,0,842468,Yes
PROP_00002040,14-03-2023,Townhouse,Seattle,Good,0.24,8,5.1,91,3,1,2125,17372,1,2,1971,53,No,No,Fair,Good,Fair,Good,2021,3,9,Fall,Rising,4.76,No,Yes,Yes,0,766016,No
PROP_00002041,28-02-2023,Single Family,Denver,Good,3.69,8,11,56,3,2,2630,1000,2,2,2016,8,No,No,Good,Basic,New,Fair,2017,7,31,Fall,Stable,5.39,Yes,No,No,0,991386,Yes
PROP_00002042,14-07-2023,Single Family,Austin,Good,0.46,7,11.2,10,5,4,3328,5279,1,2,1995,29,No,No,Good,Good,Good,New,,29,10,Winter,Rising,7.08,No,Yes,No,0,1142888,Yes
PROP_00002043,03-03-2023,Townhouse,Seattle,Good,2.02,4,8.9,100,4,3,,2185,2,2,1974,50,No,No,Fair,Good,Good,Good,2008,16,9,Spring,Stable,5.22,No,Yes,No,0,733072,No
PROP_00002044,01-06-2023,Single Family,Denver,Premium,2.79,9,5.7,62,2,4,1647,4622,3,3,2015,9,No,No,Good,Good,New,Good,,9,70,Winter,Rising,6.25,No,Yes,Yes,0,942015,Yes
PROP_00002045,07-06-2023,Multi-Family,Austin,Developing,4.76,6,5.2,76,4,4,2441,19644,1,1,2008,16,No,No,Fair,Good,Good,Good,,16,1,Winter,Stable,6.24,No,Yes,No,0,960417,Yes
PROP_00002046,27-12-2023,Single Family,Austin,Average,0.12,9,5.6,51,2,2.5,1427,1000,2,3,1963,61,No,No,Poor,Good,Good,Good,2017,7,35,Fall,Declining,7.12,No,No,No,0,480588,No
PROP_00002047,28-09-2023,Single Family,Seattle,Good,0.07,8,0.8,56,3,2,2162,1195,2,1,1987,37,No,No,Good,Basic,Fair,Good,2003,21,46,Summer,Declining,6.79,No,No,No,0,815865,Yes
PROP_00002048,19-07-2023,Single Family,Denver,Average,0.33,5,5.1,23,2,1,1881,3495,1,2,1950,74,Yes,No,Fair,Average,New,Fair,,74,67,Spring,Declining,5.38,Yes,No,Yes,104,421376,No
PROP_00002049,07-10-2023,Townhouse,Phoenix,Average,3.52,5,2.2,35,5,2,2603,5851,2,1,2021,3,Yes,Yes,Good,Average,New,Fair,,3,3,Winter,Stable,5.08,No,Yes,Yes,86,923164,Yes
PROP_00002050,18-07-2023,Single Family,Denver,Good,0.8,6,0.7,79,5,3,2171,6910,2,0,1946,78,No,No,Good,Premium,Fair,Good,2004,20,73,Spring,Rising,5.01,Yes,Yes,Yes,247,729035,No
PROP_00002051,04-01-2023,Single Family,Atlanta,Developing,0.24,7,4.4,77,5,3,2816,8621,3,1,1960,64,No,No,Good,Average,Old,Fair,,64,30,Winter,Declining,5.8,Yes,Yes,No,185,763111,No
PROP_00002052,19-01-2023,Single Family,Austin,Good,11.65,7,5.4,36,3,2,2000,5894,1,2,1977,47,Yes,No,Good,Basic,Old,Fair,,47,32,Fall,Rising,5.48,No,Yes,No,0,809219,Yes
PROP_00002053,15-03-2023,Single Family,Phoenix,Developing,2.63,4,0.7,25,3,1.5,1965,5705,2,1,2008,16,No,No,Fair,Average,Old,Good,2023,1,11,Spring,Stable,5.86,No,Yes,Yes,369,587891,No
PROP_00002054,25-02-2023,Single Family,Seattle,Average,6.05,5,19.9,54,3,3,1980,6503,2,1,1968,56,No,No,Excellent,Good,Good,Fair,,2,1,Fall,Rising,7.13,Yes,No,No,0,737597,No
PROP_00002055,05-07-2023,Single Family,Seattle,Average,17.01,7,10.5,71,4,3,2618,13000,1,2,1955,69,No,No,Good,Premium,Good,Needs Replacement,,69,23,Fall,Rising,5.92,Yes,No,No,0,807139,Yes
PROP_00002056,10-08-2023,Condo,Phoenix,Developing,3.17,3,3,31,2,3,1668,1000,2,2,1973,51,Yes,No,Good,Basic,Old,Good,,51,9,Spring,Rising,5.25,Yes,Yes,Yes,0,435970,No
PROP_00002057,12-12-2023,Single Family,Austin,Good,3.32,7,11.5,63,4,3,2304,1000,2,1,1978,46,No,No,Fair,Good,Good,Fair,,46,28,Fall,Stable,6.56,Yes,No,No,369,857153,Yes
PROP_00002058,28-05-2023,Single Family,Atlanta,Developing,0.18,7,9.1,83,5,2,2714,31903,1,2,2021,3,No,Yes,Excellent,Average,Fair,Good,2001,23,19,Winter,Stable,6.63,Yes,Yes,Yes,0,1053055,Yes
PROP_00002059,27-05-2023,Single Family,Atlanta,Good,1.97,6,7.5,63,2,2,843,1000,1,1,1945,79,No,No,Poor,Premium,Fair,Good,,79,4,Fall,Rising,6.88,Yes,Yes,No,85,357080,No
PROP_00002060,04-10-2023,Condo,Seattle,Average,0.01,6,4.5,88,3,2,2319,3048,2,3,2011,13,No,Yes,Poor,Average,Good,Fair,2011,13,1,Summer,Declining,7.79,Yes,Yes,No,0,822369,Yes
PROP_00002061,16-02-2023,Single Family,Austin,Average,6.34,5,11,61,1,2,1278,23779,3,2,1940,84,No,No,Poor,Premium,Fair,New,,84,2,Spring,Stable,7.49,No,Yes,No,0,521894,No
PROP_00002062,23-02-2023,Single Family,Atlanta,Good,0.92,8,0.8,68,3,3,1597,8160,1,2,1947,77,No,No,Good,Good,Fair,Good,,77,60,Winter,Rising,7.11,No,No,No,0,563891,No
PROP_00002063,25-06-2023,Single Family,Atlanta,Good,3.28,6,8.6,64,4,2.5,2383,1340,2,1,1963,61,No,Yes,Fair,Average,Old,New,2003,21,105,Spring,Stable,5.82,Yes,Yes,No,0,705168,No
PROP_00002064,07-06-2023,Condo,Atlanta,Average,5.34,8,5.4,54,4,1.5,2138,13333,3,0,1961,63,No,Yes,Good,Premium,Good,Needs Replacement,2022,2,21,Fall,Declining,6.71,No,Yes,No,404,746112,No
PROP_00002065,23-01-2023,Condo,Seattle,Average,5.31,9,10.2,48,2,1,1549,1888,3,2,1978,46,No,No,Fair,Good,Good,Fair,,46,10,Spring,Declining,6.84,Yes,Yes,Yes,198,633729,No
PROP_00002066,01-09-2023,Single Family,Denver,Developing,0.04,6,1.3,63,3,4,2197,10210,1,3,1959,65,No,No,Excellent,Basic,Good,Good,2018,6,7,Spring,Declining,5.59,Yes,Yes,No,351,748972,No
PROP_00002067,22-05-2023,Townhouse,Seattle,Average,3.84,10,7.8,37,3,1.5,,16820,2,3,1967,57,No,Yes,Excellent,Good,New,Good,,57,1,Summer,Stable,5.03,No,Yes,No,0,743982,No
PROP_00002068,15-11-2023,Single Family,Austin,Average,0.09,7,15.1,41,3,2,2571,5024,2,1,1940,84,No,Yes,Good,Good,Fair,New,,84,43,Fall,Stable,7.61,No,No,No,0,644210,No
PROP_00002069,10-12-2023,Townhouse,Austin,Average,1.53,8,5.9,78,4,1,,1000,2,3,2006,18,Yes,No,Fair,Good,New,Fair,,18,25,Spring,Declining,5.78,No,No,No,0,884984,Yes
PROP_00002070,30-08-2023,Townhouse,Atlanta,Good,3.73,5,9.2,59,6,1.5,2905,1070,3,2,1961,63,No,No,Fair,Good,Fair,Needs Replacement,2009,15,3,Fall,Rising,7.03,No,Yes,Yes,0,773257,No
PROP_00002071,18-04-2023,Condo,Seattle,Good,0.29,7,6.2,48,2,3.5,1987,2957,1,2,1985,39,No,Yes,Fair,Good,Fair,Fair,,39,1,Spring,Rising,6.69,Yes,Yes,No,62,760177,No
PROP_00002072,28-06-2023,Condo,Denver,Average,1.44,8,9.2,57,2,3,1311,1394,2,1,2019,5,No,Yes,Excellent,Average,Good,Good,,5,8,Winter,Rising,4.56,No,No,Yes,,772418,No
PROP_00002073,13-03-2023,Multi-Family,Atlanta,Good,1.12,8,8.9,70,3,1.5,2588,5368,2,1,1945,79,No,No,Good,Average,Good,Good,,79,5,Summer,Rising,6,No,Yes,No,0,522830,No
PROP_00002074,04-09-2023,Condo,Seattle,Developing,1.14,9,0.5,28,1,3,1081,10929,2,2,1950,74,Yes,No,Fair,Good,Good,Fair,,74,14,Fall,Stable,7.02,Yes,Yes,No,0,593785,No
